id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
0,204,204,,148.0,219.0,,,204.0,204.0,208.0,204.0,204.0,204.0,,204.0,180.0,204.0,98.0,,204.0,,,204.0,,204.0,204.0
1,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,125.0,125.0,25.0,8.0,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2,809,809,809.0,809.0,809.0,808.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0
3,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
4,104,104,104.0,107.0,100.0,199.0,,,104.0,291.0,25.0,,124.0,291.0,,73.0,24.0,107.0,108.0,,185.0,87.0,23.0,,,
5,294,294,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0
6,540,540,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
7,197,35,45707.0,41.0,287.0,36.0,1157.0,35.0,251.0,1519.0,67.0,35.0,35.0,2026.0,1191.0,2025.0,36.0,846.0,,,,17.0,,2059.0,,1259.0
8,480,480,480.0,480.0,480.0,480.0,480.0,,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,80.0,480.0,480.0,480.0,480.0,480.0,80.0,960.0
9,113,113,113.0,113.0,3268.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,3146.0,113.0,7347.0,2504.0,43.0,275.0,,,,,,
10,371,427,137.0,58.0,137.0,183.0,431.0,145.0,71.0,419.0,151.0,427.0,9.0,287.0,255.0,287.0,427.0,407.0,427.0,25.0,1225.0,,171.0,19.0,,
11,385,16,16.0,16.0,16.0,12.0,8.0,8.0,16.0,16.0,8.0,20.0,16.0,7.0,16.0,8.0,8.0,36.0,16.0,9.0,16.0,24.0,16.0,16.0,4.0,8.0
12,110,110,155.0,110.0,110.0,110.0,110.0,155.0,110.0,155.0,110.0,155.0,110.0,110.0,110.0,110.0,110.0,110.0,155.0,110.0,134.0,55.0,,,,
13,104,104,104.0,104.0,104.0,104.0,94.0,104.0,104.0,104.0,104.0,94.0,40.0,104.0,115.0,230.0,104.0,28.0,84.0,94.0,94.0,15.0,46.0,7390.0,,
14,721,721,721.0,673.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,673.0,31.0,4855.0,211.0,145.0,,,
15,73,73,,821.0,126.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,0.0,229.0,229.0,239.0
16,236,212,248.0,284.0,230.0,342.0,307.0,236.0,215.0,212.0,246.0,104.0,192.0,212.0,212.0,327.0,212.0,211.0,30.0,224.0,270.0,256.0,236.0,224.0,208.0,246.0
17,45,45,45.0,45.0,45.0,36.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,460.0,9.0,18.0,59.0,45.0,45.0,0.0,,
18,33,33,3.0,149.0,29.0,15.0,33.0,19.0,33.0,33.0,97.0,33.0,29.0,23.0,25.0,121.0,25.0,33.0,97.0,33.0,33.0,33.0,33.0,121.0,7.0,
19,80,80,80.0,185.0,80.0,,80.0,240.0,120.0,80.0,240.0,80.0,200.0,80.0,,100.0,100.0,80.0,185.0,100.0,80.0,80.0,240.0,80.0,100.0,
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,58.0,55.0,55.0,55.0,55.0,55.0,64.0,32.0
21,699,699,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,7224.0,629.0,629.0,150.0,150.0,699.0,4965.0,2480.0,140.0,15694.0,5694.0,,,40888.0,
22,127,7,7.0,25.0,9.0,7.0,7.0,155.0,7.0,13.0,23.0,7.0,18.0,9.0,20.0,9.0,,,,,,,,,,
23,902,36,2.0,1022.0,1023.0,36.0,36.0,36.0,62.0,1023.0,1022.0,32402.0,93.0,36.0,225.0,256.0,99.0,32.0,768.0,256.0,36.0,59049.0,625.0,256.0,59049.0,
24,468,468,468.0,468.0,468.0,156.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,429.0,468.0,,468.0,468.0,468.0,72.0,,468.0,
25,601,601,601.0,601.0,7.0,7.0,601.0,1.0,7.0,7.0,1195.0,601.0,13.0,601.0,6.0,61.0,7.0,7.0,0.0,601.0,301.0,,,,,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,10.0,23.0,23.0,23.0,685.0,19.0,5.0,5.0,,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,129.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
28,211,211,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,120.0,211.0,211.0,361.0,61.0,123.0,61.0,211.0,2023.0,,,,,,,121.0
29,315,9,9.0,9.0,9.0,9.0,36.0,6.0,9.0,54.0,9.0,9.0,12.0,12.0,6.0,36.0,55.0,5.0,60.0,54.0,54.0,54.0,15.0,54.0,48.0,
30,70,70,49.0,70.0,70.0,70.0,24.0,26.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,168.0,448.0,588.0,588.0,588.0,588.0,588.0,588.0,504.0,588.0,228.0,468.0,588.0,812.0,588.0,588.0,1456.0,588.0,588.0,300.0,588.0,588.0,144.0,432.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,167.0,117.0,118.0,117.0,167.0,142.0,33.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,118.0
34,279,279,16407.0,18135.0,1881.0,1449.0,9495.0,-873.0,279.0,-2025.0,-1881.0,279.0,279.0,279.0,279.0,279.0,9.0,-2025.0,135.0,9.0,279.0,279.0,135.0,-1449.0,279.0,777.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,12,12.0,12.0,949.0,12.0,12.0,13.0,16.0,12.0,12.0,12.0,116.0,12.0,12.0,12.0,239.0,724.0,13.0,,232.0,12.0,733.0,1.0,71.0,12.0
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,30.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.0,77.0,46.0,75.0,
38,62,62,16.0,62.0,62.0,62.0,50.0,44.0,,,,,,,,,,,,,,,,,,
39,81,69,132.0,69.0,42.0,288.0,99.0,128.0,56.0,765.0,43.0,162.0,134.0,69.0,78.0,,159.0,17.0,69.0,59.0,84.0,114.0,,,55.0,2940.0
40,259,2,,,343.0,34.0,2.0,1.0,,,16.0,,,334.0,,,,2.0,,,,,,,,
41,510,510,510.0,510.0,510.0,159.0,266.0,1355.0,508.0,510.0,510.0,433.0,163.0,510.0,510.0,744.0,663.0,5628.0,510.0,1878.0,508.0,,,,,
42,204,129,125.0,145.0,262.0,129.0,79.0,89.0,379.0,129.0,63.0,145.0,148.0,68.0,,262.0,129.0,169.0,379.0,25.0,379.0,54.0,126.0,229.0,,229.0
43,60,63,23.0,47.0,53.0,69.0,42.0,66.0,46.0,63.0,49.0,63.0,107.0,67.0,63.0,88.0,84.0,49.0,113.0,1085.0,486.0,85.0,43.0,,,
44,735,147,147.0,147.0,147.0,147.0,147.0,625.0,147.0,147.0,147.0,147.0,441.0,147.0,969.0,949.0,147.0,147.0,161.0,969.0,147.0,147.0,323.0,701.0,969.0,969.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,36.0,33.0,49.0,33.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,344.0,33.0,153.0,49.0,530.0,49.0,135.0,49.0,49.0
47,82,6,18.0,2.0,18.0,6.0,6.0,78.0,70.0,6.0,6.0,6.0,64.0,6.0,48.0,6.0,6.0,90.0,6.0,6.0,90.0,6.0,,,,
48,106,106,106.0,106.0,106.0,70.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
49,336,360,,468.0,190.0,,258.0,360.0,,720.0,355.0,216.0,360.0,684.0,216.0,,360.0,,636.0,360.0,360.0,552.0,292.0,,,
50,293,293,293.0,293.0,293.0,77.0,293.0,293.0,293.0,293.0,293.0,73.0,293.0,185.0,1157.0,48.0,,,,,,,,,,
51,237,237,237.0,237.0,237.0,473.0,237.0,40959.0,237.0,237.0,279.0,237.0,237.0,60670.0,237.0,237.0,60671.0,60671.0,237.0,279.0,60671.0,8265.0,60671.0,271.0,60671.0,255.0
52,610,200,600.0,805.0,880.0,400.0,800.0,80.0,490.0,844.0,961.0,259.0,717.0,571.0,220.0,520.0,26.0,200.0,902.0,200.0,400.0,40.0,760.0,,,
53,149,149,150.0,150.0,90.0,150.0,150.0,150.0,150.0,149.0,140.0,159.0,149.0,85.0,149.0,159.0,149.0,177.0,150.0,149.0,149.0,149.0,89.0,149.0,140.0,143.0
