id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
0,204,204,204.0,810.0,214.0,,,204.0,204.0,204.0,204.0,204.0,155.0,,,,204.0,154.0,140.0,204.0,204.0,204.0,156.0,204.0,204.0,204.0
1,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,25.0
2,809,809,809.0,809.0,809.0,809.0,809.0,675.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0
3,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
4,104,106,104.0,563.0,,183.0,,,244.0,,,180.0,102.0,,,,,,,,,,,106.0,,
5,294,294,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0
6,540,540,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,
7,197,35,45707.0,77329.0,103.0,2025.0,273.0,18.0,35.0,36.0,511.0,72457.0,127.0,254.0,19.0,45707.0,287.0,35.0,2025.0,35.0,,454354142305.0,,,,
8,480,480,80.0,80.0,480.0,528.0,480.0,,480.0,480.0,80.0,480.0,480.0,,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,
9,113,113,113.0,61.0,113.0,113.0,3268.0,185.0,214.0,57.0,,,,,,,,,,,,,,,,
10,371,31,69.0,31.0,291.0,31.0,137.0,391.0,63.0,145.0,35.0,17.0,121.0,31.0,3.0,108.0,17.0,25.0,17.0,231.0,753.0,31.0,427.0,135.0,1125.0,341.0
11,385,16,12.0,24.0,16.0,16.0,16.0,16.0,16.0,8.0,24.0,9.0,16.0,16.0,16.0,4.0,16.0,12.0,16.0,6.0,16.0,16.0,12.0,13.0,8.0,25.0
12,110,110,172.0,110.0,110.0,110.0,110.0,155.0,172.0,134.0,155.0,110.0,110.0,155.0,134.0,134.0,110.0,155.0,134.0,110.0,6175.0,110.0,251.0,905.0,,
13,104,104,24.0,230.0,104.0,236.0,104.0,94.0,104.0,125.0,138.0,32.0,6.0,104.0,540.0,68.0,8.0,94.0,2213.0,,,,,,3010.0,
14,721,721,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,673.0,721.0,711.0,479.0,407.0,,
15,73,73,73.0,229.0,73.0,229.0,73.0,229.0,73.0,73.0,73.0,73.0,219.0,112.0,229.0,229.0,73.0,73.0,73.0,73.0,229.0,234.0,234.0,39.0,234.0,112.0
16,236,236,326.0,212.0,244.0,212.0,306.0,30.0,398.0,208.0,374.0,291.0,450.0,266.0,236.0,283.0,208.0,236.0,256.0,318.0,201.0,212.0,236.0,255.0,236.0,117.0
17,45,45,45.0,45.0,45.0,45.0,45.0,45.0,100.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,36.0,45.0,450.0,45.0,63.0,0.0,26.0,23.0
18,33,33,33.0,33.0,115.0,25.0,,33.0,33.0,29.0,33.0,11.0,35.0,4.0,33.0,33.0,97.0,13.0,139.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
19,80,80,80.0,80.0,80.0,100.0,80.0,20.0,80.0,80.0,240.0,120.0,80.0,100.0,100.0,100.0,80.0,80.0,80.0,240.0,120.0,80.0,,120.0,120.0,300.0
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,58.0,55.0,55.0,58.0,,
21,699,699,629.0,699.0,699.0,629.0,629.0,699.0,80.0,699.0,6507.0,80.0,699.0,699.0,80.0,699.0,94.0,629.0,1383.0,80.0,,,,,,
22,127,7,23.0,4.0,7.0,7.0,,,7.0,2.0,7.0,,,,,,,,,,,,,,,
23,902,1024,1024.0,1024.0,2.0,34.0,400.0,36.0,1024.0,451.0,1024.0,34.0,3.0,62.0,32.0,1922.0,1024.0,1023.0,256.0,1922.0,256.0,625.0,256.0,225.0,243.0,2046.0
24,468,468,468.0,468.0,468.0,468.0,468.0,819.0,520.0,468.0,156.0,468.0,468.0,468.0,468.0,468.0,120.0,,156.0,429.0,120.0,,,,,
25,601,601,601.0,401.0,601.0,7.0,7.0,601.0,201.0,601.0,601.0,601.0,14.0,903.0,601.0,7.0,7.0,601.0,201.0,7.0,7.0,1.0,601.0,,12.0,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,19.0,23.0,23.0,23.0,23.0,19.0,86.0,7.0,5.0,23.0,4.0,23.0,57.0,,,,,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,192.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,129.0,321.0,321.0,321.0,452.0
28,211,211,211.0,211.0,15.0,211.0,211.0,211.0,211.0,361.0,211.0,210.0,16.0,61.0,75.0,337.0,33.0,17.0,,,,,,,100.0,
29,315,9,108.0,15.0,9.0,9.0,6.0,54.0,9.0,3.0,54.0,9.0,7.0,3.0,9.0,3.0,54.0,9.0,56.0,12.0,504.0,3.0,96.0,54.0,12.0,9917.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,1274.0,588.0,588.0,588.0,408.0,294.0,300.0,508.0,104.0,963.0,432.0,1504.0,504.0
32,16,16,16.0,16.0,292.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,116.0,168.0,168.0,117.0,8.0,33.0,133.0,117.0,102.0,117.0,117.0,117.0,117.0,117.0,117.0,101.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,279.0,279.0,279.0,279.0,-2025.0,279.0,2025.0,153.0,279.0,135.0,567.0,279.0,279.0,-2025.0,279.0,-2025.0,873.0,279.0,279.0,-2025.0,279.0,4311.0,5463.0,279.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,12,12.0,12.0,16.0,271.0,3473.0,12.0,12.0,1.0,,355.0,1.0,13.0,701.0,271.0,1.0,139.0,17.0,271.0,109.0,12.0,1.0,1.0,12.0,311.0
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,8.0,472.0,77.0,77.0,8.0,2.0,8.0
38,62,62,62.0,62.0,62.0,,427.0,6.0,62.0,6.0,60.0,24.0,50.0,,,,,,,,,,,,,38.0
39,81,17,44.0,22.0,38.0,69.0,74.0,150.0,476280.0,35.0,210.0,40.0,17.0,42.0,47.0,69.0,69.0,17.0,84.0,114.0,122.0,17.0,,17.0,197530808.0,
40,259,53,23.0,53.0,2.0,0.0,,,,,,,,,,,,,615.0,,,,,,,
41,510,510,510.0,508.0,172.0,508.0,14.0,510.0,2031.0,510.0,510.0,510.0,510.0,508.0,1524.0,1015.0,2198.0,1524.0,510.0,11711.0,,,,,,
42,204,129,153.0,229.0,129.0,154.0,129.0,154.0,229.0,,154.0,126.0,129.0,,,146.0,145.0,,129.0,129.0,126.0,143.0,139.0,,129.0,301.0
43,60,42,83.0,85.0,63.0,42.0,76.0,42.0,63.0,477.0,37.0,63.0,63.0,43.0,55.0,43.0,60.0,42.0,42.0,74.0,107.0,62.0,52.0,66.0,,65.0
44,735,147,683.0,147.0,147.0,147.0,147.0,147.0,969.0,147.0,147.0,147.0,703.0,909.0,147.0,441.0,147.0,343.0,147.0,147.0,760.0,969.0,147.0,721.0,163.0,909.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,1.0,0.0,49.0,86.0,49.0,49.0,49.0,11.0,49.0,49.0,49.0,28.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,12.0,49.0,49.0,49.0
47,82,6,118.0,108.0,8.0,512.0,362.0,240.0,90.0,76.0,6.0,10.0,6.0,24.0,1.0,6.0,16.0,6.0,6.0,256.0,6.0,42.0,256.0,22.0,,
48,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,993.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,19.0,106.0
49,336,360,180.0,180.0,336.0,,816.0,336.0,360.0,,826.0,360.0,,180.0,216.0,216.0,360.0,272.0,235.0,336.0,216.0,210.0,,360.0,360.0,
50,293,293,77.0,283.0,293.0,293.0,293.0,2921.0,73.0,293.0,293.0,283.0,293.0,293.0,293.0,324.0,2016.0,46656.0,108.0,73.0,,,,,,
51,237,237,237.0,237.0,473.0,113.0,279.0,111.0,40959.0,407.0,249.0,279.0,60670.0,60671.0,53247.0,60671.0,237.0,60671.0,473.0,237.0,60671.0,473.0,237.0,237.0,60671.0,87.0
52,610,200,520.0,600.0,440.0,960.0,200.0,400.0,600.0,960.0,200.0,120.0,390.0,227.0,600.0,400.0,880.0,40.0,200.0,200.0,,400.0,,,,
53,149,150,160.0,38.0,150.0,160.0,150.0,150.0,149.0,150.0,150.0,149.0,150.0,150.0,159.0,149.0,149.0,150.0,38.0,148.0,140.0,149.0,64.0,280.0,165.0,149.0
54,907,907,907.0,806.0,800.0,907.0,907.0,357.0,907.0,907.0,50.0,654.0,132.0,907.0,845.0,360.0,907.0,109.0,806.0,57.0,516.0,107.0,114.0,,,
