id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
0,204,204,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
1,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2,809,809,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,808.0,809.0,809.0,809.0,809.0,809.0,1347.0,809.0
3,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
4,104,104,104.0,199.0,104.0,104.0,104.0,104.0,104.0,104.0,24.0,104.0,17.0,184.0,92.0,107.0,17.0,107.0,17.0,200.0,184.0,17.0,168.0,17.0,85.0,107.0
5,294,294,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,12544.0,70.0,64.0,294.0,294.0
6,540,540,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,
7,197,2027,389.0,197.0,254.0,253.0,287.0,2027.0,287.0,287.0,2297.0,,261.0,10101.0,2027.0,136.0,197.0,,4399.0,2027.0,107.0,1029.0,2058.0,137169.0,1441.0,3019.0
8,480,480,480.0,480.0,240.0,480.0,480.0,48.0,,480.0,480.0,480.0,480.0,192.0,480.0,1280.0,480.0,,480.0,,80.0,960.0,40.0,96.0,80.0,480.0
9,113,113,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,109.0,,,,,,,,29.0,,
10,371,203,355.0,199.0,41.0,319.0,585.0,135.0,133.0,249.0,263.0,203.0,363.0,309.0,365.0,23.0,419.0,29.0,39.0,,131.0,203.0,39.0,311.0,,179.0
11,385,16,8.0,16.0,16.0,16.0,12.0,6.0,6.0,8.0,17.0,49.0,12.0,8.0,49.0,24.0,48.0,44.0,12.0,16.0,144.0,16.0,48.0,4.0,144.0,2.0
12,110,110,155.0,110.0,155.0,110.0,155.0,110.0,155.0,155.0,110.0,110.0,110.0,134.0,134.0,110.0,110.0,134.0,155.0,155.0,17.0,110.0,152.0,,110.0,110.0
13,104,104,104.0,104.0,104.0,290.0,104.0,236.0,236.0,104.0,104.0,104.0,401.0,1022.0,342.0,425.0,236.0,51.0,91.0,830.0,236.0,29.0,,,,
14,721,721,721.0,721.0,721.0,721.0,673.0,721.0,1129.0,721.0,721.0,673.0,721.0,721.0,177.0,721.0,721.0,673.0,721.0,55.0,721.0,721.0,,73.0,73.0,
15,73,73,73.0,73.0,73.0,229.0,73.0,73.0,73.0,229.0,73.0,229.0,73.0,437.0,229.0,229.0,229.0,229.0,73.0,234.0,234.0,23.0,234.0,234.0,73.0,
16,236,236,246.0,246.0,236.0,236.0,246.0,236.0,201.0,192.0,236.0,236.0,236.0,236.0,224.0,201.0,208.0,122.0,270.0,30.0,260.0,218.0,218.0,,,80.0
17,45,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1000.0,1000.0,45.0,45.0,4950.0,40.0,45.0,,45.0
18,33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
19,80,100,80.0,240.0,80.0,100.0,100.0,80.0,120.0,80.0,80.0,100.0,60.0,120.0,50.0,60.0,100.0,100.0,120.0,200.0,150.0,24.0,100.0,60.0,120.0,120.0
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,60.0,58.0,58.0,55.0,55.0,55.0,2023.0,50.0,61.0
21,699,573,629.0,629.0,6248.0,566.0,699.0,150.0,573.0,562.0,573.0,699.0,629.0,56296.0,694.0,758.0,573.0,6263.0,1082.0,5.0,803.0,5624.0,13.0,,108.0,
22,127,127,127.0,4.0,101.0,118.0,6.0,49.0,7.0,127.0,,23.0,247.0,2.0,4.0,18.0,,17.0,47.0,112.0,0.0,,,,1.0,211.0
23,902,1024,1024.0,2.0,1024.0,1024.0,2.0,1024.0,1024.0,1024.0,1024.0,2.0,50.0,625.0,1923.0,512.0,2.0,3844.0,1024.0,216.0,36.0,2.0,512.0,256.0,26.0,243.0
