id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
0,204,204,196.0,240.0,204.0,,,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,,204.0,204.0,214.0,204.0,144.0,204.0,,204.0,204.0,
1,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2,809,809,675.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,808.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0
3,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
4,104,24,107.0,291.0,,,77.0,,,,294.0,,,77.0,289.0,24.0,160.0,105.0,121.0,24.0,63.0,,,,291.0,107.0
5,294,294,294.0,180.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0
6,540,540,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
7,197,254,273.0,197.0,22.0,274.0,254.0,254.0,35403.0,287.0,1189.0,6779.0,2025.0,254.0,3.0,1189.0,63699.0,135.0,,197.0,36.0,,,,,
8,480,480,480.0,80.0,480.0,480.0,40.0,480.0,480.0,480.0,480.0,480.0,1056.0,480.0,480.0,480.0,80.0,480.0,480.0,480.0,480.0,480.0,,480.0,480.0,20.0
9,113,113,113.0,113.0,3268.0,113.0,113.0,113.0,201.0,113.0,113.0,113.0,57.0,39.0,3268.0,,,,,,,,,,55.0,
10,371,163,177.0,177.0,25.0,163.0,79.0,139.0,289.0,163.0,375.0,387.0,89.0,151.0,9.0,337.0,3073.0,195.0,383.0,43.0,89.0,,,,,81.0
11,385,16,24.0,12.0,16.0,8.0,16.0,16.0,10.0,16.0,25.0,24.0,12.0,16.0,24.0,16.0,8.0,16.0,24.0,8.0,8.0,12.0,6.0,16.0,6.0,8.0
12,110,155,155.0,155.0,155.0,110.0,110.0,155.0,155.0,19.0,110.0,110.0,155.0,155.0,138.0,134.0,110.0,134.0,155.0,134.0,110.0,155.0,179.0,2609.0,110.0,
13,104,104,104.0,104.0,104.0,104.0,94.0,104.0,104.0,236.0,104.0,104.0,2328.0,104.0,236.0,236.0,,,,,,,,,,
14,721,721,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,673.0,721.0,721.0,721.0,721.0,721.0,1537.0,721.0,1585.0,721.0,721.0,673.0,721.0,3581.0,,
15,73,73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,151.0,73.0,73.0,229.0,73.0,73.0,229.0,73.0,229.0,73.0,229.0,234.0,234.0,119.0,114.0,112.0,54.0
16,236,236,223.0,216.0,84.0,234.0,211.0,236.0,256.0,,242.0,250.0,234.0,485.0,210.0,257.0,302.0,236.0,52.0,335.0,236.0,236.0,236.0,335.0,130.0,9.0
17,45,45,45.0,45.0,45.0,45.0,45.0,45.0,1000.0,45.0,9.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,81.0,44.0,4176.0,1.0,
18,33,33,2.0,,33.0,33.0,31.0,127.0,25.0,33.0,63.0,7.0,91.0,89.0,47.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
19,80,80,40.0,80.0,80.0,80.0,80.0,240.0,,240.0,240.0,240.0,80.0,,150.0,80.0,120.0,100.0,,80.0,130.0,60.0,240.0,80.0,120.0,
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,66.0,55.0,54.0,55.0,
21,699,699,699.0,699.0,699.0,699.0,699.0,629.0,699.0,699.0,699.0,699.0,694.0,80.0,699.0,80.0,150.0,80.0,699.0,5694.0,,,,,,
22,127,7,7.0,7.0,229.0,142.0,3.0,7.0,80.0,6.0,73.0,9.0,7.0,197.0,44.0,10.0,,,,,,2.0,,,,
23,902,36,3.0,451.0,59049.0,36.0,36.0,225.0,10.0,256.0,225.0,2.0,2.0,1024.0,2.0,225.0,160.0,1024.0,36.0,36.0,1023.0,243.0,25.0,62.0,902.0,
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,520.0,156.0,468.0,468.0,468.0,234.0,,240.0
25,601,601,6.0,603.0,7.0,401.0,401.0,601.0,7.0,601.0,401.0,601.0,601.0,400.0,601.0,205.0,204.0,601.0,601.0,13.0,601.0,601.0,,,,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,5.0,23.0,23.0,23.0,23.0,23.0,19.0,125.0,,23.0,,,
27,321,321,321.0,321.0,129.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,65.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,613.0
28,211,211,211.0,211.0,211.0,211.0,211.0,211.0,211.0,61.0,211.0,2311.0,121.0,61.0,101.0,,,,,,,,,,,
29,315,54,9.0,18.0,28.0,15.0,12.0,180.0,6.0,3.0,54.0,132.0,36.0,18.0,9.0,54.0,54.0,18.0,54.0,54.0,36.0,72.0,54.0,54.0,3.0,15.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,528.0,588.0,896.0,468.0,588.0,588.0,588.0,1176.0,588.0,588.0,,588.0,300.0,456.0,300.0,300.0,300.0,672.0,300.0,1176.0,408.0,588.0,840.0,1274.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,855.0,2025.0,279.0,2025.0,279.0,9.0,279.0,1593.0,-873.0,711.0,2025.0,279.0,-2025.0,1841.0,279.0,
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,12,12.0,12.0,16.0,12.0,247.0,247.0,109.0,12.0,12.0,239.0,41.0,0.0,271.0,35404.0,1.0,29.0,12.0,1.0,12.0,1.0,1.0,0.0,17.0,949.0
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.0,77.0,77.0,77.0,76.0,76.0,76.0,77.0
38,62,62,62.0,62.0,62.0,50.0,77.0,62.0,36.0,50.0,,,,,,,,,,,,,,,,
39,81,17,114.0,96.0,96.0,159.0,129.0,114.0,59.0,99.0,210.0,288.0,210.0,31.0,17.0,21.0,17.0,17.0,210.0,17.0,544.0,17.0,56.0,62.0,34.0,
40,259,52,34.0,31.0,28.0,35.0,17.0,,,,,69.0,,52.0,,,,,,,,,0.0,,,
41,510,508,1017.0,1017.0,172.0,510.0,341.0,508.0,510.0,172.0,535.0,1522.0,172.0,510.0,508.0,508.0,1524.0,508.0,1522.0,1015.0,307.0,,,,,
42,204,145,129.0,145.0,145.0,145.0,79.0,145.0,145.0,145.0,89.0,,139.0,126.0,,74.0,133.0,,129.0,126.0,145.0,,262.0,129.0,148.0,329.0
43,60,63,63.0,972.0,36.0,49.0,49.0,63.0,55.0,37.0,56.0,74.0,23.0,36.0,1104.0,3.0,90.0,,,43.0,,,,,,
44,735,147,147.0,828.0,147.0,629.0,147.0,329.0,147.0,969.0,147.0,147.0,707.0,103.0,441.0,147.0,909.0,147.0,969.0,441.0,969.0,89.0,909.0,625.0,163.0,441.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,73.0,12.0,49.0,49.0,49.0,25.0,81.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,1.0,90.0,20.0,54.0,6.0,6.0,22.0,6.0,60.0,1.0,6.0,6.0,6.0,6.0,256.0,6.0,6.0,80.0,16.0,6.0,90.0,,,6.0
48,106,106,106.0,106.0,106.0,106.0,70.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
49,336,360,312.0,360.0,360.0,321.0,1440.0,360.0,360.0,168.0,336.0,,240.0,168.0,516.0,900.0,,,,360.0,720.0,360.0,432.0,360.0,,
50,293,293,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,39.0,293.0,293.0,293.0,113.0,39.0,73.0,,,,,,,,
51,237,60671,237.0,237.0,237.0,237.0,237.0,60671.0,60671.0,557.0,60671.0,60671.0,237.0,60671.0,60671.0,9289.0,1825.0,60671.0,60671.0,60671.0,8521.0,53247.0,60671.0,223.0,55294.0,16385.0
52,610,200,400.0,639.0,560.0,600.0,200.0,960.0,600.0,220.0,600.0,200.0,996.0,961.0,400.0,560.0,200.0,400.0,960.0,960.0,200.0,,,,,
53,149,149,142.0,150.0,89.0,150.0,149.0,150.0,159.0,149.0,149.0,150.0,149.0,150.0,149.0,159.0,150.0,149.0,149.0,149.0,149.0,149.0,53.0,149.0,47.0,140.0
54,907,907,907.0,907.0,824.0,907.0,227.0,907.0,845.0,907.0,907.0,907.0,107.0,907.0,907.0,907.0,907.0,907.0,225.0,109.0,347.0,357.0,490.0,107.0,871.0,9.0
55,113,6,4.0,12.0,1.0,107.0,12.0,6.0,21.0,1.0,6.0,147.0,1.0,6.0,113.0,25.0,11.0,6.0,5.0,6.0,271107.0,11736.0,73.0,12.0,5.0,6.0
56,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,734.0,51.0,445.0,466.0,,,,,,,,,
57,248,3,208.0,304.0,424.0,3.0,3.0,13.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,,,553.0,,,,,
58,104,104,104.0,104.0,104.0,104.0,863.0,101.0,104.0,104.0,168.0,104.0,104.0,104.0,143.0,143.0,84.0,168.0,196.0,336.0,28.0,392.0,,29.0,53.0,
59,240,188,188.0,188.0,378.0,99.0,188.0,116.0,168.0,188.0,1872.0,338.0,188.0,,,,,,,,,,,,,
