id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
0,204,204,27.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
1,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2,809,809,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0
3,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
4,104,104,104.0,104.0,104.0,104.0,104.0,104.0,,291.0,104.0,107.0,104.0,,104.0,116.0,107.0,107.0,84.0,107.0,,108.0,107.0,,,
5,294,294,294.0,147.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,147.0,294.0,294.0,294.0
6,540,540,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
7,197,287,197.0,197.0,197.0,287.0,254.0,7717.0,290.0,287.0,287.0,287.0,137.0,6259.0,287.0,2025.0,273.0,287.0,35.0,1029.0,15.0,35.0,287.0,103.0,2297.0,31261.0
8,480,480,40.0,480.0,480.0,,480.0,480.0,80.0,480.0,480.0,80.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,80.0,480.0,480.0,480.0,480.0,480.0
9,113,113,113.0,113.0,113.0,601.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,503.0,59.0,113.0,,,,,,
10,371,139,35.0,75.0,139.0,8.0,62.0,139.0,33.0,9.0,69.0,511.0,17.0,139.0,8.0,9.0,207.0,419.0,139.0,33.0,69.0,9.0,419.0,71.0,71.0,
11,385,24,16.0,36.0,24.0,16.0,76.0,24.0,12.0,24.0,12.0,24.0,12.0,8.0,24.0,24.0,24.0,16.0,16.0,24.0,24.0,24.0,16.0,16.0,24.0,6.0
12,110,110,110.0,155.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,155.0,110.0,110.0,110.0,110.0,110.0,110.0,134.0,155.0,110.0,110.0,155.0,110.0,110.0,
